#name    x   f(x)
0	0
0.05	0.0499906
0.1	0.0998502
0.15	0.149243
0.2	0.197616
0.25	0.244201
0.3	0.288031
0.35	0.327947
0.4	0.362616
0.45	0.390546
0.5	0.410108
0.55	0.419557
0.6	0.417056
0.65	0.400701
0.7	0.36855
0.75	0.31865
0.8	0.249071
0.85	0.15793
0.9	0.043432
0.95	-0.0961032
1	-0.262206
1.05	-0.456226
1.1	-0.679295
1.15	-0.9323
1.2	-1.21585
1.25	-1.53023
1.3	-1.87541
1.35	-2.25097
1.4	-2.65611
1.45	-3.08961
1.5	-3.54982
1.55	-4.0346
1.6	-4.54138
1.65	-5.06706
1.7	-5.60807
1.75	-6.16032
1.8	-6.71922
1.85	-7.27965
1.9	-7.83601
1.95	-8.38218
2	-8.91157
2.05	-9.41711
2.1	-9.89127
2.15	-10.3261
2.2	-10.7133
2.25	-11.0441
2.3	-11.3095
2.35	-11.5001
2.4	-11.6064
2.45	-11.6186
2.5	-11.5267
2.55	-11.3207
2.6	-10.9907
2.65	-10.5265
2.7	-9.91818
2.75	-9.15603
2.8	-8.23049
2.85	-7.1323
2.9	-5.85258
2.95	-4.3829
3	-2.71536
3.05	-0.842638
3.1	1.24191
3.15	3.54416
3.2	6.06921
3.25	8.8212
3.3	11.8034
3.35	15.0178
3.4	18.4657
3.45	22.1468
3.5	26.0597
3.55	30.2019
3.6	34.5694
3.65	39.1566
3.7	43.9567
3.75	48.9614
3.8	54.1608
3.85	59.5435
3.9	65.0964
3.95	70.805
4	76.653
4.05	82.6227
4.1	88.6947
4.15	94.848
4.2	101.06
4.25	107.307
4.3	113.562
4.35	119.8
4.4	125.992
4.45	132.108
4.5	138.116
4.55	143.986
4.6	149.683
4.65	155.174
4.7	160.423
4.75	165.394
4.8	170.052
4.85	174.358
4.9	178.277
4.95	181.769
5	184.798
5.05	187.326
5.1	189.315
5.15	190.729
5.2	191.531
5.25	191.686
5.3	191.158
5.35	189.915
5.4	187.924
5.45	185.154
5.5	181.576
5.55	177.164
5.6	171.891
5.65	165.735
5.7	158.675
5.75	150.693
5.8	141.774
5.85	131.906
5.9	121.08
5.95	109.289
6	96.5306
6.05	82.8066
6.1	68.1211
6.15	52.4828
6.2	35.9038
6.25	18.4006
6.3	-0.00639806
6.35	-19.2926
6.4	-39.429
6.45	-60.3826
6.5	-82.116
6.55	-104.587
6.6	-127.75
6.65	-151.555
6.7	-175.946
6.75	-200.864
6.8	-226.248
6.85	-252.028
6.9	-278.134
6.95	-304.491
7	-331.02
7.05	-357.638
7.1	-384.259
7.15	-410.795
7.2	-437.152
7.25	-463.237
7.3	-488.951
7.35	-514.195
7.4	-538.867
7.45	-562.863
7.5	-586.078
7.55	-608.406
7.6	-629.74
7.65	-649.973
7.7	-668.997
7.75	-686.705
7.8	-702.991
7.85	-717.749
7.9	-730.876
7.95	-742.268
8	-751.827
8.05	-759.455
8.1	-765.059
8.15	-768.547
8.2	-769.833
8.25	-768.835
8.3	-765.475
8.35	-759.681
8.4	-751.386
8.45	-740.53
8.5	-727.056
8.55	-710.919
8.6	-692.077
8.65	-670.496
8.7	-646.151
8.75	-619.024
8.8	-589.107
8.85	-556.398
8.9	-520.906
8.95	-482.648
9	-441.652
9.05	-397.952
9.1	-351.595
9.15	-302.637
9.2	-251.143
9.25	-197.188
9.3	-140.859
9.35	-82.2499
9.4	-21.4671
9.45	41.3743
9.5	106.149
9.55	172.722
9.6	240.95
9.65	310.678
9.7	381.743
9.75	453.974
9.8	527.191
9.85	601.205
9.9	675.82
9.95	750.832
10	826.032
10.05	901.201
10.1	976.116
10.15	1050.55
10.2	1124.27
10.25	1197.03
10.3	1268.61
10.35	1338.74
10.4	1407.19
10.45	1473.7
10.5	1538.04
10.55	1599.94
10.6	1659.16
10.65	1715.46
10.7	1768.58
10.75	1818.29
10.8	1864.35
10.85	1906.52
10.9	1944.58
10.95	1978.3
11	2007.48
11.05	2031.9
11.1	2051.37
11.15	2065.7
11.2	2074.71
11.25	2078.24
11.3	2076.13
11.35	2068.24
11.4	2054.44
11.45	2034.62
11.5	2008.68
11.55	1976.54
11.6	1938.12
11.65	1893.39
11.7	1842.3
11.75	1784.85
11.8	1721.03
11.85	1650.86
11.9	1574.39
11.95	1491.68

